property_name,reviewer,date,stars,heading,review 
MJ Lifestyle Avershine,Guest User,22/08/2020,4,MJ Lifestyle Avershine.,"MJ Lifestyle Avershine is launched by MJ Infrastructure that is the finest builder in the real estate industry. This project encapsulates one high rise tower that is segregated into 150 residential units of 2 BHK and 3 BHK configurations. Also, investing in this project is a secured deal as this pro... Read More"
MJ Lifestyle Avershine,Selladurai,20/05/2014,5,Hosa Road.,?
Uber Verdant 2,Masood,14/11/2015,5,Sarjapur.,?
Varshitha Heights,Uday,09/02/2016,5,Horamavu.,?
Sobha Sapphire,Guest User,04/02/2021,4,Nice low rise apartment,"Nice low rise apartment with good green area and nice surroundings, has all the amenities, market, good schools are available nearby."
Sobha Sapphire,Guest User,14/12/2020,4,Luxury apartment,"This is luxurious apartments, nice pricing and nice housing places, this Residential apartment is Located in good location with all the facilities, surrounding are good and clean"
Sobha Sapphire,Guest User,04/02/2021,4,Nice low rise apartment,"Nice low rise apartment with good green area and nice surroundings, has all the amenities, market, good schools are available nearby."
Sobha Sapphire,Guest User,14/12/2020,4,Luxury apartment,"This is luxurious apartments, nice pricing and nice housing places, this Residential apartment is Located in good location with all the facilities, surrounding are good and clean"
Sobha Sapphire,Guest User,17/08/2020,4,Sobha Sapphire.,"Sobha Sapphire is a residential project comes in Bellary road, Jakkur. The project has a large garden and modern amenities and facilities with 24 hours security and CCTV available in each tower with security guards with intercom facility. From this project we can access to many reputed schools, hosp... Read More"
Sobha Sapphire,Animesh ,26/08/2019,5,Ballary Road.,?
Vakil Whispering Woods Phase 2,Guest User,14/10/2020,5,Good Project.,It is the best in class quality construction. Here people can enjoy living a very good and comfortable life. It also provides easy access to all daily needs and necessities.
Vakil Whispering Woods Phase 2,Guest User,14/10/2020,5,Peaceful Project.,"This property is so good and we stay here comfortably with all the best facilities and services like power backup, gymnasium and clubhouse, and many more. Located little outer of the main city."
Vakil Whispering Woods Phase 2,Guest User,14/10/2020,5,Good Project.,It is the best in class quality construction. Here people can enjoy living a very good and comfortable life. It also provides easy access to all daily needs and necessities.
Vakil Whispering Woods Phase 2,Guest User,14/10/2020,5,Peaceful Project.,"This property is so good and we stay here comfortably with all the best facilities and services like power backup, gymnasium and clubhouse, and many more. Located little outer of the main city."
Vakil Whispering Woods Phase 2,Maqbul,30/08/2012,0,Review Of Hosur Road,?
VMAKS Rangoli,Raghunatha ,09/09/2014,4,Electronic City.,?
Drithi Ellegant,Santhanam,27/04/2014,5,Rajarajeshwari Nagar.,?
Brigade Northridge,Guest User,24/05/2021,5,Nice project.,Brigade Northridge is one of the leading projects developed by Brigade Group Pvt Ltd situated at Jakkur very good location and lovely place to live. This project offers specious 2 and 3 BHK luxury homes with well-planned amenities.
Brigade Northridge,Guest User,24/09/2020,4,Nice Project.,"It is one of the popular projects at Yelahanka in North Bangalore. The projects having lavishly designed 2 and 3BHK with a comfortable living lovely place to live with outstanding amenities such as a tennis court, swimming pool, indoor games, play area jogging track, etc. It's very close to the Inte... Read More"
Brigade Northridge,Guest User,24/05/2021,5,Nice project.,Brigade Northridge is one of the leading projects developed by Brigade Group Pvt Ltd situated at Jakkur very good location and lovely place to live. This project offers specious 2 and 3 BHK luxury homes with well-planned amenities.
Brigade Northridge,Guest User,24/09/2020,4,Nice Project.,"It is one of the popular projects at Yelahanka in North Bangalore. The projects having lavishly designed 2 and 3BHK with a comfortable living lovely place to live with outstanding amenities such as a tennis court, swimming pool, indoor games, play area jogging track, etc. It's very close to the Inte... Read More"
Brigade Northridge,Guest User,29/08/2020,4,Brigade Northridge.,Brigade Northridge is a newly built ready to move project by brigade group. It is a prime location. It is a residential project that offers various premium and perfectly design homes with well-planned amenities.
Brigade Northridge,Shiva,16/03/2014,4,Jukkur.  ,?
Isha Misty Green Phase 2,Rajesh ,09/03/2019,4,"It is well developing locality, if we invest now we ll get it back doubled in just 2 years.",?
Brigade Buena Vista Phase 2,,23/04/2020,4,Budigere Cross.,?
Virginia,Manoj,15/12/2018,4,Thanisandra reviews.,?
DLF Maiden Heights,Guest User,30/09/2020,4,Good project.,It is situated in Jigani its known for its industrial area full area is surrounded by greenery even there is a lake nearby project and best of location connectivity to the National Highway. DLF name itself good to have superior construction quality and spacious apartments
DLF Maiden Heights,Guest User,30/09/2020,4,Good project.,It is situated in Jigani its known for its industrial area full area is surrounded by greenery even there is a lake nearby project and best of location connectivity to the National Highway. DLF name itself good to have superior construction quality and spacious apartments
DLF Maiden Heights,Harsh,08/12/2013,4,Jigani.,?
Chitrakut Century,Guest User,24/08/2020,4,Good Project.,"Chitrakut century is a builder floor residential apartment located in shaker Nagar. This project is very close to many famous schools, Hospitals, shopping destinations, tech park's and civic amenities required, road connectivity to all major places is good."
Chitrakut Century,Vipul,12/07/2020,5,Chitrakut Century,"Chitrakut century is a builder floor residential appartment located in sahakar nagar. This project is very close to many famous schools, Hospitals, shopping destination, tech park's and civic amenities required , road connectivity to all major places is good"
Chitrakut Century,Guest User,24/08/2020,4,Good Project.,"Chitrakut century is a builder floor residential apartment located in shaker Nagar. This project is very close to many famous schools, Hospitals, shopping destinations, tech park's and civic amenities required, road connectivity to all major places is good."
Chitrakut Century,Vipul,12/07/2020,5,Chitrakut Century,"Chitrakut century is a builder floor residential appartment located in sahakar nagar. This project is very close to many famous schools, Hospitals, shopping destination, tech park's and civic amenities required , road connectivity to all major places is good"
Chitrakut Century,Sarathy ,12/03/2015,4,Sahakar Nagar.,?
Sri Amethyst,Krishnaveni M ,03/08/2013,4,It is a posh pollution free calm and quiet area with full safety.,?
Vasundhara Kritika,Vijay,07/04/2013,0,Review Of Banashankari,?
Shriram Smrithi,Guest User,26/05/2021,5,Best project.,"It is good construction quality has good connectivity for Hosa Road and Electronic City. The transport facilities are very good. It is a good project for a family to stay secure and safe have 24 7 security. All home needed things are nearby like supermarket, restaurant, schools, bus stop, banks, and... Read More"
Shriram Smrithi,Guest User,05/10/2020,3,Shriram Smrithi.,Shriram Smrithi is a very safe place and a developing locality to live with your family. All the amenities are available and well maintain. It is located on Sarjapura road. Away from the city traffic and noise.
Shriram Smrithi,Guest User,26/05/2021,5,Best project.,"It is good construction quality has good connectivity for Hosa Road and Electronic City. The transport facilities are very good. It is a good project for a family to stay secure and safe have 24 7 security. All home needed things are nearby like supermarket, restaurant, schools, bus stop, banks, and... Read More"
Shriram Smrithi,Guest User,05/10/2020,3,Shriram Smrithi.,Shriram Smrithi is a very safe place and a developing locality to live with your family. All the amenities are available and well maintain. It is located on Sarjapura road. Away from the city traffic and noise.
Shriram Smrithi,Guest User,03/10/2020,3,Shriram Smrithi.,Shriram Smrithi is located on Sarjapura road. It is a very safe locality and well be connected with the other parts of the city. We can expect a good appreciation in the coming years. An overall very safe place to live with your family. The project offers all major amenities and lots of open space.
Shriram Smrithi,Avinash,30/11/2012,0,Review Of Sarjapur-Attibele Road,?
Veracious Rose Dale,Guest User,07/02/2021,4,Spacious flats,"Nice project resale flats are available, price are good, flats are spacious, project has nice greenry and good surroundings."
Veracious Rose Dale,Guest User,07/02/2021,4,Spacious flats,"Nice project resale flats are available, price are good, flats are spacious, project has nice greenry and good surroundings."
Veracious Rose Dale,Jayapala,12/02/2019,5,Whitefield.,?
Godrej Avenues,Guest User,06/10/2020,5,Good Project.,Godrej Avenues is a good Residential project that comes on Doddaballapur road Yelanhka. The project offers lots of greenery and open space and good parking space with all modern amenities and facilities with 24 hours security.
Godrej Avenues,Guest User,06/10/2020,5,Great Ambience.,Godrej Avenues in Yelanhka New Town on Doddaballapur road Yelanhka with 10 towers and 24 hours security with Cctv footage. The maintenance with excellent space and elegance proximity to many reputed schools hospitals mall's supermarkets etc.
Godrej Avenues,Guest User,06/10/2020,5,Good Project.,Godrej Avenues is a good Residential project that comes on Doddaballapur road Yelanhka. The project offers lots of greenery and open space and good parking space with all modern amenities and facilities with 24 hours security.
Godrej Avenues,Guest User,06/10/2020,5,Great Ambience.,Godrej Avenues in Yelanhka New Town on Doddaballapur road Yelanhka with 10 towers and 24 hours security with Cctv footage. The maintenance with excellent space and elegance proximity to many reputed schools hospitals mall's supermarkets etc.
Godrej Avenues,Guest User,06/10/2020,5,Great Ambience.,Godrej Avenues in yelanhka new town on Doddaballapur road Yelanhka with 10 towers and 24 hours security with Cctv footage. The maintenance with excellent space and elegance proximity to many reputed schools hospitals mall's supermarkets etc.
Godrej Avenues,Kumar,07/06/2014,5,It is excellent area for residential people.,?
Golden Corner Apartment,Shilpa,20/02/2016,5,Sarjapur Road.,?
Bhartiya City Nikoo Homes,Guest User,19/12/2020,5,Best project in its location,Bhartiya City Nikoo Homes project is located in Thanisandra very good environment surrounding the project with good main road connectivity for it it has best in class amenities and very good facilities available for residents.
Bhartiya City Nikoo Homes,Guest User,01/11/2020,4,Good project.,The premium multistorey apartment location and construction is a very well and good green area around the project. Overall an amazing place to live here.
Bhartiya City Nikoo Homes,Guest User,19/12/2020,5,Best project in its location,Bhartiya City Nikoo Homes project is located in Thanisandra very good environment surrounding the project with good main road connectivity for it it has best in class amenities and very good facilities available for residents.
Bhartiya City Nikoo Homes,Guest User,01/11/2020,4,Good project.,The premium multistorey apartment location and construction is a very well and good green area around the project. Overall an amazing place to live here.
Bhartiya City Nikoo Homes,Krishna,26/11/2012,0,Review Of Thanisandra,?
Vaishnavi Rathnam,Guest User,25/03/2021,5,Nice project.,Vaishnavi Rathnam this Apartment loceted in Jhalahalli Bangalore Nice Project Construction Quality Was Super Mentenence Staff Also Good Connectivity Aminitys Maintenance staff Everything nice
Vaishnavi Rathnam,Guest User,25/03/2021,5,Nice project.,Vaishnavi Rathnam this Apartment loceted in Jhalahalli Bangalore Nice Project Construction Quality Was Super Mentenence Staff Also Good Connectivity Aminitys Maintenance staff Everything nice
Vaishnavi Rathnam,Syed ,16/07/2013,4,A combination of residential & industries suitable for all in this area.,?
Eternity Fortune,Nethra,02/03/2015,4,Bidadi.,?
Uber Verdant 2,Masood,14/11/2015,5,Sarjapur.,?
Sri Krishna Residency,Raghavendra,11/07/2017,5,Banashankari.,?
Prestige Jindal City,Guest User,25/05/2021,5,Good project.,This project is situated on Tumkur Road. It is a well-developing locality with good connectivity for all basic needs and facilities. It has all amenities in the project built class is super in this project.
Prestige Jindal City,Guest User,20/08/2020,4,Prestige Jindal City Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project. Highlights of the project: Central 18.21K sq.m Landscaped Podium level. Adjacent to the metro station. The project offers an apartment with a perfect combination of contemporary architecture and features ... Read More"
Prestige Jindal City,Guest User,25/05/2021,5,Good project.,This project is situated on Tumkur Road. It is a well-developing locality with good connectivity for all basic needs and facilities. It has all amenities in the project built class is super in this project.
Prestige Jindal City,Guest User,20/08/2020,4,Prestige Jindal City Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project. Highlights of the project: Central 18.21K sq.m Landscaped Podium level. Adjacent to the metro station. The project offers an apartment with a perfect combination of contemporary architecture and features ... Read More"
Prestige Jindal City,Guest User,12/07/2020,5,Prestige Jindal City_Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project.Highlights of project:Central 18.21K sq.m Landscaped Podium level.Adjacent to Metro Station.The project offers Apartment with perfect combination of contemporary architecture and features to provide comfor... Read More"
Prestige Jindal City,jayanna,10/08/2015,5,Tumkur Road.,?
Hiranandani Queensgate,Guest User,19/08/2020,4,Hiranandani Queensgate.,Hiranandani Queensgate is a project situated in south Bengaluru. Which offers world-class amenities and state of the art clubhouse and gym. Its belong to the big brand such as Hiranandani which is best in class construction and services.
Hiranandani Queensgate,Guest User,18/08/2020,5,Good Project.,"Good apartment for families. Everything is walk able distance like, supermarkets, restaurants, schools, collages, bus stop, public parks, temples, hospitals, ATM."
Hiranandani Queensgate,Guest User,19/08/2020,4,Hiranandani Queensgate.,Hiranandani Queensgate is a project situated in south Bengaluru. Which offers world-class amenities and state of the art clubhouse and gym. Its belong to the big brand such as Hiranandani which is best in class construction and services.
Hiranandani Queensgate,Guest User,18/08/2020,5,Good Project.,"Good apartment for families. Everything is walk able distance like, supermarkets, restaurants, schools, collages, bus stop, public parks, temples, hospitals, ATM."
Hiranandani Queensgate,Guest User,14/08/2020,4,Hiranandani Queensgate.,Hiranandani Queensgate is a good option in south Bengaluru. It is also belong to the brand like Hiranandani which has unmatched construction quality and all papers and work completed on time.
Hiranandani Queensgate,G S AHMED,19/12/2014,5,Bannerghatta Main Road.,?
Gowri Apartments,Vijin,14/02/2015,4,MSR Nagar.,?
Sobha Palm Court,Guest User,14/10/2020,5,Nice Project.,All amenities are maintained properly. A lot of space for walking and jogging. Nice landscapes. All amenities are maintained properly. It's connected very well to Kempegowda international airport.
Sobha Palm Court,Guest User,05/10/2020,5,Good project.,"Good infra, all amenities, and large acres of land. A good place to live especially for families who have children. It is one of the biggest communities. It also has lots of green and open space."
Sobha Palm Court,Guest User,14/10/2020,5,Nice Project.,All amenities are maintained properly. A lot of space for walking and jogging. Nice landscapes. All amenities are maintained properly. It's connected very well to Kempegowda international airport.
Sobha Palm Court,Guest User,05/10/2020,5,Good project.,"Good infra, all amenities, and large acres of land. A good place to live especially for families who have children. It is one of the biggest communities. It also has lots of green and open space."
Sobha Palm Court,Jalal Ahmed,20/11/2014,4,Kogilu.,?
Welworth City,Guest User,21/08/2020,4,Welworth City.,"This is amazing project with all the modern facilities and amenities. Swimming pool, kids play zone, skating ring, clubhouse, multipurpose court. Grocery store in inside the premise. Connecting roads are good. Security is good."
Welworth City,Guest User,17/07/2020,4,Welworth City.,"This is amazing project with all the modern facilities and amenities. Swimming pool, kids play zone, skating ring, clubhouse, multipurpose court. Grocery store in inside the premise. Connecting roads are good. Security is good."
Welworth City,Guest User,21/08/2020,4,Welworth City.,"This is amazing project with all the modern facilities and amenities. Swimming pool, kids play zone, skating ring, clubhouse, multipurpose court. Grocery store in inside the premise. Connecting roads are good. Security is good."
Welworth City,Guest User,17/07/2020,4,Welworth City.,"This is amazing project with all the modern facilities and amenities. Swimming pool, kids play zone, skating ring, clubhouse, multipurpose court. Grocery store in inside the premise. Connecting roads are good. Security is good."
Welworth City,Guest User,17/07/2020,4,Comfortable lifestyle with all the amenities,comfortable lifestyle and a good place to live with all the amenities available here. 24 hrs of security and CCTV surveillance. well planned society and lots of open space and lush greenery.
Welworth City,Madhura,20/01/2015,5,Yelahanka Dodda Ballapur Road.,?
Shanti Kuteer,Vijay,29/03/2012,0,Review Of T Dasarahalli,?
Sai Kalyan Ultima,Gowtham,13/12/2012,0,Review Of Thanisandra,?
Kethana Orchids,Guest User,02/02/2021,4,Nice project,"nice ready to move in project has okay construction quality and design, roads are good and nicely connected, it has nice parking space, security is okay."
Kethana Orchids,Guest User,31/01/2021,4,Nice project,"nice ready to move in project has okay construction quality and design, roads are good and nicely connected, it has nice parking space, security is okay."
Kethana Orchids,Guest User,02/02/2021,4,Nice project,"nice ready to move in project has okay construction quality and design, roads are good and nicely connected, it has nice parking space, security is okay."
Kethana Orchids,Guest User,31/01/2021,4,Nice project,"nice ready to move in project has okay construction quality and design, roads are good and nicely connected, it has nice parking space, security is okay."
Kethana Orchids,Guest User,12/10/2020,5,Residential project.,"Kethana Orchids is a residential project nice price range of these budget homes. All flats are ready to move, pleasant weather conditions is another positive for buyers in the real estate market."
Kethana Orchids,Arun,14/05/2014,4,Marathahalli.,?
Esteem Enclave,Guest User,24/10/2020,4,Good project with good connectivity.,"It is located in Bannerghatta road with good connectivity to all basic, facilities like a Shopping center, Hospital, Restaurants, Public parks, etc. Easy access to all basic needs and project has got the best amenities."
Esteem Enclave,Guest User,24/10/2020,4,Good project with good connectivity.,"It is located in Bannerghatta road with good connectivity to all basic, facilities like a Shopping center, Hospital, Restaurants, Public parks, etc. Easy access to all basic needs and project has got the best amenities."
Esteem Enclave,Ayus,22/02/2015,4,Bannerghatta Main Road.,?
Sai Shree Krupa,Vinit,31/08/2015,5,Mahadevapura.,?
Brindavan Gardens,Satyanarayana Repala,10/12/2019,5,Anekal.,?
Prestige Royale Gardens,Guest User,27/05/2021,5,Nice project.,"It is well maintained and clean society with amenities. Good maintenance staff and have a good view from all the flats have a good security system, covered with CCTV. Good connectivity for transportation."
Prestige Royale Gardens,Guest User,19/08/2020,4,Prestige Royale Gardens.,Prestige Royale Gardens is a good project situated in the north side of Bangalore city. It offers all modern amenities and a huge Club house. Its situated right on the Doddaballapur road.
Prestige Royale Gardens,Guest User,27/05/2021,5,Nice project.,"It is well maintained and clean society with amenities. Good maintenance staff and have a good view from all the flats have a good security system, covered with CCTV. Good connectivity for transportation."
Prestige Royale Gardens,Guest User,19/08/2020,4,Prestige Royale Gardens.,Prestige Royale Gardens is a good project situated in the north side of Bangalore city. It offers all modern amenities and a huge Club house. Its situated right on the Doddaballapur road.
Prestige Royale Gardens,Guest User,17/08/2020,4,Good project with all amenities.,Prestige Royale Gardens is little far from the Bangalore city and close to Kempegowda International Airport and BSF Campus. It offers lots of greenery and open space.
Prestige Royale Gardens,Sunil,05/01/2013,0,Review Of Doddaballapur Road,?
Sudarsan Enclave,Mohan,10/04/2013,0,Review Of Cambridge Layout,?
Salarpuria Anugraha,Sudheer,01/09/2012,0,Review Of Nagarbhavi,?
Definer Hi Life,Guest User,24/08/2020,4,Good Project.,"Definer Hilife it has 1 Balcony, 3 Bathroom, 3 Bedroom, 1 Hall, 1 Kitchen, 1 Parking 1 Uncovered, 1 Utility, A Khatha, Occupancy Certificate. It has amenities like Security, Swimming pool, Tennis Court, Gym, Party Hall, Intercom, Kids Play Area, Lift, Rainwater harvesting, Power Backup, Table Tennis... Read More"
Definer Hi Life,Guest User,24/08/2020,4,Good Project.,"Definer Hilife it has 1 Balcony, 3 Bathroom, 3 Bedroom, 1 Hall, 1 Kitchen, 1 Parking 1 Uncovered, 1 Utility, A Khatha, Occupancy Certificate. It has amenities like Security, Swimming pool, Tennis Court, Gym, Party Hall, Intercom, Kids Play Area, Lift, Rainwater harvesting, Power Backup, Table Tennis... Read More"
Definer Hi Life,Rama,21/02/2017,4,Thambuchetty Palya.,?
Assetz Marq,Guest User,21/08/2020,5,Assetz Marq_Whitefield,"The Assetz Marq project has been approved by BMRDA, with all amenities in the project likes Swimming pool, Gym hall, Children's play area, Walking track, Power backup, 24 hours Water supply, Security, etc."
Assetz Marq,Guest User,19/08/2020,4,Nice project.,A wonderful choice for the people looking for peace and lots of greenery. Its having all major amenities with superior built in quality. It provides bigger apartments with lot of open space. Its situated in the Whitefield east side of Bangalore.
Assetz Marq,Guest User,21/08/2020,5,Assetz Marq_Whitefield,"The Assetz Marq project has been approved by BMRDA, with all amenities in the project likes Swimming pool, Gym hall, Children's play area, Walking track, Power backup, 24 hours Water supply, Security, etc."
Assetz Marq,Guest User,19/08/2020,4,Nice project.,A wonderful choice for the people looking for peace and lots of greenery. Its having all major amenities with superior built in quality. It provides bigger apartments with lot of open space. Its situated in the Whitefield east side of Bangalore.
Assetz Marq,Guest User,19/08/2020,4,Assetz Marq.,Assetz Marq offers all world class amenities at very reasonable price. Its sales and management team are very professional. If you are looking for lots of greenery and peace this should be you first choice in the east Bengaluru.
Assetz Marq,Mojes,27/05/2017,5,Whitefield.,?
Legacy Salvador ,Guest User,11/12/2020,4,Good green area project.,"A very luxurious project with the great build quality and design, it is surrounded by a good green area, the building looks very strong. It is connected with a wide main road."
Legacy Salvador ,Gaurav Gupta,19/10/2020,4,Good location and luxurious,"This project is under construction now, it will take some time to complete the project. The builder offered all amenities for residents. Good location and good connectivity."
Legacy Salvador ,Guest User,11/12/2020,4,Good green area project.,"A very luxurious project with the great build quality and design, it is surrounded by a good green area, the building looks very strong. It is connected with a wide main road."
Legacy Salvador ,Gaurav Gupta,19/10/2020,4,Good location and luxurious,"This project is under construction now, it will take some time to complete the project. The builder offered all amenities for residents. Good location and good connectivity."
Legacy Salvador ,Dipen Dave,29/05/2015,4,Yelahanka.,?
Nandi Retreat,Guest User,09/02/2021,4,Well maintained apartment,"Great living space with decent amenities available for the resident, well maintained and kids friendly apartment, calm and clean place."
Nandi Retreat,Himanshu,04/02/2021,4,Great Living Space,"Great living space with decent amenities. Covered parking for residents. Gym, park, garden are available. Ample play spaces for kids. good security. Proper ventilation in living spaces"
Nandi Retreat,Guest User,09/02/2021,4,Well maintained apartment,"Great living space with decent amenities available for the resident, well maintained and kids friendly apartment, calm and clean place."
Nandi Retreat,Himanshu,04/02/2021,4,Great Living Space,"Great living space with decent amenities. Covered parking for residents. Gym, park, garden are available. Ample play spaces for kids. good security. Proper ventilation in living spaces"
Nandi Retreat,Vijay Kumar ,07/05/2013,0,Review Of Gottigere,?
Prestige Lake Ridge,Guest User,05/06/2021,4,Good project.,"Good place for comfortable living. Very close to the metro station. The best residential project in the neighborhood. The build quality is excellent. a lot of open areas. Good view from the balcony, however, it is yet to deliver."
Prestige Lake Ridge,Neeraj,05/06/2021,4,Spacious project.,Huge landscape and spoilt with Amenities. Good place for comfortable living. Very good space between towers and spacious garden. The top view is very nice and good green area.
Prestige Lake Ridge,Guest User,05/06/2021,4,Good project.,"Good place for comfortable living. Very close to the metro station. The best residential project in the neighborhood. The build quality is excellent. a lot of open areas. Good view from the balcony, however, it is yet to deliver."
Prestige Lake Ridge,Neeraj,05/06/2021,4,Spacious project.,Huge landscape and spoilt with Amenities. Good place for comfortable living. Very good space between towers and spacious garden. The top view is very nice and good green area.
Prestige Lake Ridge,Guest User,02/06/2021,3,Nice project.,It is an under-construction residential project but the builder promised possession is next year. Very good water supply and electricity facilities. The quality is excellent.
Prestige Lake Ridge,Guest User,05/01/2021,4,Great Project,Good and best project has good facilities and amenities and have everything home needed nearby to this project best place for families.
Prestige Lake Ridge,Guest User,31/12/2020,4,Excellent residential project,Prestige Lake Ridge is a excellent residential project located in Uttarahalli with all unique amenities and facilities with lots of greenery and open space.
Prestige Lake Ridge,Guest User,22/12/2020,5,Superb apartment,"Love to stay here with family. It has all the services water supply, power supply, swimming pool and many more."
Prestige Lake Ridge,Guest User,22/12/2020,4,Great place to live,Prestige Lake Ridge is a specious ready to move project developed by Prestige Group Pvt Ltd located at Uttarahalli the project provides well designed 2 and 3 BHK Premium homes with all the modern amenities.
Prestige Lake Ridge,Guest User,19/12/2020,4,Very good project with good connectivity,Prestige Lake Ridge is located in uttarahalli with best in class amenities by the developer very modern technology and it has good main road connectivity for all basic needs and facilities with ventilated project
Prestige Lake Ridge,Guest User,07/11/2020,4,Nice project.,"It is located in a well-developed area attached to BDA, good demand for rental, the main problem is a clean water shortage, ample space available, and price appreciation also very good."
Prestige Lake Ridge,Gaurav Gupta,07/11/2020,4,Nice project.,"The project located in a well-developed area, price appreciation of property is very good, the main problem is clean water shortage."
Prestige Lake Ridge,Ramanujam,27/05/2014,4,Uttarahalli.,?
Neeladri Mahal,Ruchi,01/03/2013,0,Review Of Jayamahal,?
Sreeja Srivaaru,Vikas,08/10/2016,5,Kaggadasapura.,?
Siroya Sunshine,Guest User,04/02/2021,4,Good project,"I have been living here from a year, no problem so far, all basic amenities available, D mart is also available for all your need."
Siroya Sunshine,Guest User,16/10/2020,4,Good Project.,The wonderful one-stop shop for all your daily needs and all your grocery needs. It comes with good quality and well maintained parking facility is also too good. It has very much affordable prices.
Siroya Sunshine,Guest User,04/02/2021,4,Good project,"I have been living here from a year, no problem so far, all basic amenities available, D mart is also available for all your need."
Siroya Sunshine,Guest User,16/10/2020,4,Good Project.,The wonderful one-stop shop for all your daily needs and all your grocery needs. It comes with good quality and well maintained parking facility is also too good. It has very much affordable prices.
Siroya Sunshine,Guest User,13/08/2020,4,Siroya Sunshine.,"Siroya Sunshine is a Multistorey Apartment. With all modern amenities like Jogging track, gymnasium, badminton court, kids play area, swimming pool etc. Security in each tower and CCTV available on the project. Parking facility available."
Siroya Sunshine,Ashakiran,03/04/2014,4,RT Nagar is the posh area of Bangalore.,?
DLF Woodland Heights,Guest User,28/08/2020,4,Good project.,"Very good locality and best society. Have good facilities and amenities like a swimming pool, gym and clubhouse. Also, many supermarkets and parks are near to this project. Overall a good place to live."
DLF Woodland Heights,kanhaiya kr,12/07/2020,5,DLF woodland heights,Super Society Highly Maintained Apartment Many Apartment R There Swimming Pool Gym Tennis Court Super And Well Secured Children's Play Area So Speciaus
DLF Woodland Heights,Guest User,28/08/2020,4,Good project.,"Very good locality and best society. Have good facilities and amenities like a swimming pool, gym and clubhouse. Also, many supermarkets and parks are near to this project. Overall a good place to live."
DLF Woodland Heights,kanhaiya kr,12/07/2020,5,DLF woodland heights,Super Society Highly Maintained Apartment Many Apartment R There Swimming Pool Gym Tennis Court Super And Well Secured Children's Play Area So Speciaus
DLF Woodland Heights,Prabhakar,16/07/2015,5,Electronic City.,?
Mantri Alpyne,Guest User,03/10/2020,4,Good project.,"A very good project in the best locality for families and the best facilities and amenities are like badminton court bank, ATM, basketball, court, cafeteria, clubhouse, gated community, gym, health facilities, landscaped, garden, library, maintenance staff, meditation hall, play area, pucca road, ra... Read More"
Mantri Alpyne,Guest User,02/10/2020,4,Nice Project.,"Best society to live safely and have the best amenities and facilities in this project. It has many supermarkets and restaurants near to this project and has amenities are like Badminton Court Bank/ATM, Basket Ball Court, Cafeteria, Club House, Gated Community, Gym, Health Facilities Landscaped Gard... Read More"
Mantri Alpyne,Guest User,03/10/2020,4,Good project.,"A very good project in the best locality for families and the best facilities and amenities are like badminton court bank, ATM, basketball, court, cafeteria, clubhouse, gated community, gym, health facilities, landscaped, garden, library, maintenance staff, meditation hall, play area, pucca road, ra... Read More"
Mantri Alpyne,Guest User,02/10/2020,4,Nice Project.,"Best society to live safely and have the best amenities and facilities in this project. It has many supermarkets and restaurants near to this project and has amenities are like Badminton Court Bank/ATM, Basket Ball Court, Cafeteria, Club House, Gated Community, Gym, Health Facilities Landscaped Gard... Read More"
Mantri Alpyne,Guest User,20/08/2020,4,Good for people,"Mantri Alpyne is a Multistorey Apartment. With all modern amenities like Jogging Track, Gymnasium, Tennis Court, Badminton Court, Kids Play Area, Swimming Pool etc. Security in each tower and CCTV available on the project. Parking facility available."
Mantri Alpyne,Ravi,03/04/2014,4,Banashankari is the well known place of Bangalore.,?
Mythreyi Vithola Apartments,Gaurav Gupta,20/10/2020,4,Great place to living,"Good residential project with excellent amenities, nice landscape with easy connectivity. Good security and place are very silent."
Mythreyi Vithola Apartments,Guest User,17/10/2020,4,Nice location,This is a project well and maintains good location and limited towers intercom facility security system is a good nearby good highway.
Mythreyi Vithola Apartments,Gaurav Gupta,20/10/2020,4,Great place to living,"Good residential project with excellent amenities, nice landscape with easy connectivity. Good security and place are very silent."
Mythreyi Vithola Apartments,Guest User,17/10/2020,4,Nice location,This is a project well and maintains good location and limited towers intercom facility security system is a good nearby good highway.
Mythreyi Vithola Apartments,Srinivasan,21/09/2014,4,Bannerghata Road.,?
Sara Rose Apartments,Jayalakshmi,25/10/2018,5,Wilson Garden.,?
VMAKS Chalet,Jaswant,26/05/2020,4,Electronic City.,?
Sai Paragon Meadows,Nilesh,26/04/2016,4,Kundalahalli.,?
SLS Symphony,Vijay,29/03/2012,0,Review Of T Dasarahalli,?
Brigade Gardenia,Guest User,02/06/2021,5,Nice project.,Brigade Gardenia is a nice multistorey residential project located in JP Nagar 7th Phase with all the unique amenities and facilities and very close to Yelachanhalli Metro Station.
Brigade Gardenia,Guest User,25/05/2021,5,Nice project.,"Brigade Gardenia is a well-planned ready-to-move Residential project developed by Brigade Group Pvt Ltd situated at J P Nagar Bangalore. The project provides premium 2 and 3 BHK well-planned apartments with great facilities such as a large clubhouse, swimming pool, jogging track, gym, indoor games, ... Read More"
Brigade Gardenia,Guest User,02/06/2021,5,Nice project.,Brigade Gardenia is a nice multistorey residential project located in JP Nagar 7th Phase with all the unique amenities and facilities and very close to Yelachanhalli Metro Station.
